file,line,ref_type,target,ref_context,target_title,target_excerpt,score,ref_tokens,target_tokens,sufficient,auto_category,manual_label
DSM_1.0_Methodology_Appendices.md,5722,section,2.4,"- **DSM Reference:** Section 2.4 (Analysis), Section 4.1 (Decision Log)",Phase 3: Analysis,,0.0817,56,3,True,drift,
DSM_1.0_Methodology_Appendices.md,5722,section,4.1,"- **DSM Reference:** Section 2.4 (Analysis), Section 4.1 (Decision Log)",Decision Log Framework,,0.1925,56,3,True,match,
DSM_1.0_Methodology_Appendices.md,5728,section,3.2.4,- **DSM Reference:** Section 3.2.4 (Path Management),Path Management,**Use Constants:**,0.1781,55,4,True,match,
DSM_1.0_Methodology_Appendices.md,5734,section,3.1.1,- **DSM Reference:** Section 3.1.1 (Standard Template),Standard Template (5-6 Sections),Every notebook follows a consistent structure:,0.0661,46,8,True,drift,
DSM_1.0_Methodology_Appendices.md,5762,section,2.3.7,- **DSM Reference:** Section 2.3.7 (Data Leakage Prevention),Data Leakage Prevention,**Context:** Data leakage occurs when information from outside the training d...,0.2077,56,21,True,match,
DSM_1.0_Methodology_Appendices.md,5768,section,3.1,"- **DSM Reference:** Section 3.1 (Notebook Structure), DSM 4.0 Section 2",Notebook Structure,,0.0000,66,2,False,insufficient,
DSM_1.0_Methodology_Appendices.md,5768,section,2,"- **DSM Reference:** Section 3.1 (Notebook Structure), DSM 4.0 Section 2",Making Changes,**Fork and Clone:**,0.0000,66,4,True,drift,
DSM_1.0_Methodology_Appendices.md,5774,section,2.2,"- **DSM Reference:** Section 2.2 (Exploration, start simple)",Phase 1: Exploration,,0.1009,61,3,True,match,
DSM_1.0_Methodology_Appendices.md,5780,appendix,A.7,- **DSM Reference:** Appendix A.7 (Environment Tool Selection Guide),Environment Tool Selection Guide,"Choosing the right environment tool depends on project type, team experience,...",0.1831,52,22,True,match,
DSM_1.0_Methodology_Appendices.md,5786,section,4.4,- **DSM Reference:** DSM 4.0 Section 4.4 (Tests vs Capability Experiments),Tests vs Capability Experiments,Software projects use two distinct validation approaches. Understanding when ...,0.1703,46,15,True,match,
DSM_1.0_Methodology_Appendices.md,5792,section,6.1,"- **DSM Reference:** Section 6.1 (Session Management), Section 4.3 (Stakehold...",Session Management,,0.0000,50,2,False,insufficient,
DSM_1.0_Methodology_Appendices.md,5792,section,4.3,"- **DSM Reference:** Section 6.1 (Session Management), Section 4.3 (Stakehold...",Stakeholder Communication,,0.0000,50,2,False,insufficient,
DSM_1.0_Methodology_Appendices.md,5810,section,6.1,- **DSM Reference:** Section 6.1 (Session Management),Session Management,,0.0000,61,2,False,insufficient,
DSM_1.0_Methodology_Appendices.md,5816,section,3.2,"- **DSM Reference:** Section 3.2 (Code Standards), DSM_0.2 Notebook Collabora...",Code Standards,,0.0000,67,2,False,insufficient,
DSM_1.0_Methodology_Appendices.md,5821,section,6.1,- **Fix:** Create session handoff documents following Section 6.1 template; s...,Session Management,,0.0000,59,2,False,insufficient,
DSM_1.0_Methodology_Appendices.md,5822,section,6.1,- **DSM Reference:** Section 6.1 (Session Management),Session Management,,0.0000,63,2,False,insufficient,
DSM_1.0_Methodology_Appendices.md,5828,section,6.5,"- **DSM Reference:** DSM_0.2 (Custom Instructions), Section 6.5 (Gateway Review)",Gateway Review Protocol,,0.1410,62,3,True,match,
DSM_1.0_Methodology_Appendices.md,5834,section,3.4,- **DSM Reference:** Section 3.4 (Directory Structure),Directory Structure,,0.0000,58,2,False,insufficient,
DSM_1.0_Methodology_Appendices.md,5840,section,2.2.5,"- **DSM Reference:** Section 2.2.5 (Common Pitfalls), DSM_0.2 Notebook Collab...",Common Pitfalls,**Pitfall 1: Insufficient Cohort Documentation**,0.0932,66,7,True,drift,
DSM_1.0_Methodology_Appendices.md,5846,section,3.2.2,"- **DSM Reference:** Section 3.2.2 (Output Standards), Section 3.2.5 (Print S...",Output Standards,**Number Formatting:**,0.1760,70,4,True,match,
DSM_1.0_Methodology_Appendices.md,5846,section,3.2.5,"- **DSM Reference:** Section 3.2.2 (Output Standards), Section 3.2.5 (Print S...",Print Statement Standards,**DO Print (Informative Outputs):**,0.1879,70,7,True,match,
DSM_1.0_Methodology_Appendices.md,5852,section,4.4,"- **DSM Reference:** Appendix A (Environment Setup), DSM 4.0 Section 4.4",Tests vs Capability Experiments,Software projects use two distinct validation approaches. Understanding when ...,0.0000,53,15,True,drift,
DSM_1.0_Methodology_Appendices.md,5852,appendix,A,"- **DSM Reference:** Appendix A (Environment Setup), DSM 4.0 Section 4.4",Environment Setup Details,**File:** `DSM_1.0_Methodology_Appendices.md` (Section A) **Purpose:** Detail...,0.0824,53,12,True,drift,
DSM_1.0_Methodology_Appendices.md,5858,section,3.2.6,Return to main document: **Section 3.2.6: Coding Anti-Patterns**,Coding Anti-Patterns,Best practices tell you what to do; anti-patterns tell you what NOT to do. Th...,0.3038,22,20,True,match,
DSM_2.0_ProjectManagement_Guidelines_v2_v1.1.md,41,section,2.1,- Base packages installed (see Methodology Section 2.1 (Phase 0: Environment ...,Phase 0: Environment Setup,,0.4116,40,4,True,match,
DSM_2.0_ProjectManagement_Guidelines_v2_v1.1.md,46,section,2.1,See Collaboration Methodology Section 2.1 (Phase 0: Environment Setup) for de...,Phase 0: Environment Setup,,0.2904,40,4,True,match,
DSM_2.0_ProjectManagement_Guidelines_v2_v1.1.md,54,section,2.1,**Reference:** See Collaboration Methodology Section 2.1 (Phase 0: Environmen...,Phase 0: Environment Setup,,0.3555,51,4,True,match,
DSM_2.0_ProjectManagement_Guidelines_v2_v1.1.md,1084,section,3,**Section 3 (Timeline):**,Standards to Follow,**Documentation Style:**,0.0000,29,4,True,drift,
DSM_2.0_ProjectManagement_Guidelines_v2_v1.1.md,1087,section,4,**Section 4 (Deliverables):**,Commit Guidelines,**Commit Message Format:**,0.0000,35,5,True,drift,
DSM_2.0_ProjectManagement_Guidelines_v2_v1.1.md,1090,section,6,**Section 6 (Success Criteria):**,Common Patterns,,0.0000,39,2,False,insufficient,
DSM_2.0_ProjectManagement_Guidelines_v2_v1.1.md,1093,section,8,**Section 8 (Risk Management):**,Troubleshooting,,0.0000,45,1,False,insufficient,
DSM_2.0_ProjectManagement_Guidelines_v2_v1.1.md,1096,section,9,**Section 9 (Expected Outcomes):**,Integration with Standard DSM,"This adaptation **extends** DSM, it doesn't replace it.",0.0683,44,9,True,drift,
DSM_2.0_ProjectManagement_Guidelines_v2_v1.1.md,1099,section,10,**Section 10 (Communication Plan):**,Streamlit Cloud Deployment Checklist,When deploying to Streamlit Community Cloud:,0.0000,44,8,True,drift,
DSM_2.0_ProjectManagement_Guidelines_v2_v1.1.md,1102,section,11,**New Section 11:**,Session State Patterns for Multi-Tab Apps,,0.0000,36,5,True,drift,
DSM_2.0_ProjectManagement_Guidelines_v2_v1.1.md,1164,section,7.1,Quick reference for cell-by-cell development (supplements Section 7.1):,Cell-by-Cell Development,,0.0000,39,2,False,insufficient,
DSM_2.0_ProjectManagement_Guidelines_v2_v1.1.md,1212,appendix,A.7,"Cross-reference: Appendix A.7 (Environment Tool Selection), Appendix A.9 (WSL...",Environment Tool Selection Guide,"Choosing the right environment tool depends on project type, team experience,...",0.1983,40,22,True,match,
DSM_2.0_ProjectManagement_Guidelines_v2_v1.1.md,1212,appendix,A.9,"Cross-reference: Appendix A.7 (Environment Tool Selection), Appendix A.9 (WSL...",WSL & Cross-Platform Setup,Working in WSL (Windows Subsystem for Linux) introduces specific issues with ...,0.1902,40,19,True,match,
DSM_2.0_ProjectManagement_Guidelines_v2_v1.1.md,1240,section,2.5,"Cross-reference: Section 2.5 (Communication), Section 2.5.6 (Blog Process)",Phase 4: Communication,,0.0926,52,3,True,drift,
DSM_2.0_ProjectManagement_Guidelines_v2_v1.1.md,1240,section,2.5.6,"Cross-reference: Section 2.5 (Communication), Section 2.5.6 (Blog Process)",Blog/Communication Deliverable Process,"When a project includes a public communication deliverable (blog post, articl...",0.1695,52,15,True,match,
DSM_2.0_ProjectManagement_Guidelines_v2_v1.1.md,1280,section,6.4,"Cross-reference: Section 6.4 (Checkpoint Protocol), Section 6.1 (Session Mana...",Checkpoint and Feedback Protocol,,0.2768,44,3,True,match,
DSM_2.0_ProjectManagement_Guidelines_v2_v1.1.md,1280,section,6.1,"Cross-reference: Section 6.4 (Checkpoint Protocol), Section 6.1 (Session Mana...",Session Management,,0.0000,44,2,False,insufficient,
DSM_2.0_ProjectManagement_Guidelines_v2_v1.1.md,1327,section,2.1,- **Environment Setup:** Complete environment configuration (Day 0) before be...,Phase 0: Environment Setup,,0.4424,63,4,True,match,
DSM_3_Methodology_Implementation_Guide_v1.1.md,27,section,2,3. **Copy template** (Section 2) → Customize for your project,Making Changes,**Fork and Clone:**,0.0000,44,4,True,drift,
DSM_3_Methodology_Implementation_Guide_v1.1.md,197,appendix,D,- **Phase Focus:** Customize based on domain (see Appendix D for domain-speci...,Domain Adaptations,**File:** `DSM_1.0_Methodology_Appendices.md` (Section D) **Purpose:** Domain...,0.3372,60,10,True,match,
DSM_3_Methodology_Implementation_Guide_v1.1.md,206,appendix,C,- Each checked practice has detailed implementation in Appendix C.,Advanced Practices Detailed,**File:** `DSM_1.0_Methodology_Appendices.md` (Section C) **Purpose:** Implem...,0.3432,35,13,True,match,
DSM_3_Methodology_Implementation_Guide_v1.1.md,502,section,2.1,| Environment setup | Main Methodology | Section 2.1 |,Phase 0: Environment Setup,,0.2751,59,4,True,match,
DSM_3_Methodology_Implementation_Guide_v1.1.md,503,section,2.2,| Phase guidance | Main Methodology | Section 2.2-2.5 |,Phase 1: Exploration,,0.1096,61,3,True,match,
DSM_3_Methodology_Implementation_Guide_v1.1.md,504,appendix,B,| Phase detailed examples | Appendix B | All sections |,Phase Deep Dives,**File:** `DSM_1.0_Methodology_Appendices.md` (Section B) **Purpose:** Detail...,0.2697,64,12,True,match,
DSM_3_Methodology_Implementation_Guide_v1.1.md,505,section,3.1,| Notebook standards | Main Methodology | Section 3.1 |,Notebook Structure,,0.0000,67,2,False,insufficient,
DSM_3_Methodology_Implementation_Guide_v1.1.md,506,section,3.2,| Code quality | Main Methodology | Section 3.2 |,Code Standards,,0.0000,68,2,False,insufficient,
DSM_3_Methodology_Implementation_Guide_v1.1.md,507,section,4.1,| Decision log framework | Main Methodology | Section 4.1 |,Decision Log Framework,,0.1765,67,3,True,match,
DSM_3_Methodology_Implementation_Guide_v1.1.md,508,section,5,| Advanced practices | Main Methodology | Section 5 |,Pull Request Process,**Update Documentation:**,0.0000,67,5,True,drift,
DSM_3_Methodology_Implementation_Guide_v1.1.md,509,appendix,C,| Advanced practices details | Appendix C | All sections |,Advanced Practices Detailed,**File:** `DSM_1.0_Methodology_Appendices.md` (Section C) **Purpose:** Implem...,0.3752,67,13,True,match,
DSM_3_Methodology_Implementation_Guide_v1.1.md,510,section,6.1,| Session management | Main Methodology | Section 6.1 |,Session Management,,0.0000,67,2,False,insufficient,
DSM_3_Methodology_Implementation_Guide_v1.1.md,511,appendix,E,| File naming standards | Appendix E | E.11 |,Quick Reference,**File:** `DSM_1.0_Methodology_Appendices.md` (Section E) **Purpose:** Checkl...,0.2820,66,11,True,match,
DSM_3_Methodology_Implementation_Guide_v1.1.md,513,appendix,D,| Domain adaptations | Appendix D | D.1-D.5 |,Domain Adaptations,**File:** `DSM_1.0_Methodology_Appendices.md` (Section D) **Purpose:** Domain...,0.2367,58,10,True,match,
DSM_3_Methodology_Implementation_Guide_v1.1.md,514,appendix,E,| Quick checklists | Appendix E | E.1-E.10 |,Quick Reference,**File:** `DSM_1.0_Methodology_Appendices.md` (Section E) **Purpose:** Checkl...,0.3124,52,11,True,match,
DSM_3_Methodology_Implementation_Guide_v1.1.md,549,appendix,E.11,- Use file naming conventions from Day 1 (Appendix E.11),File Naming Standards,**Convention:** `sYY_dXX_PHASE_description.extension`,0.0849,48,5,True,drift,
DSM_3_Methodology_Implementation_Guide_v1.1.md,564,section,3.1,"**Solution:** Explicitly reference section numbers: ""Follow methodology Secti...",Notebook Structure,,0.0000,39,2,False,insufficient,
DSM_3_Methodology_Implementation_Guide_v1.1.md,570,section,6.1,"**Solution:** Create session handoff document (Section 6.1 template), store i...",Session Management,,0.0000,50,2,False,insufficient,
DSM_3_Methodology_Implementation_Guide_v1.1.md,573,appendix,C,"**Solution:** Start with 0-2 practices, add as complexity increases. See Appe...",Advanced Practices Detailed,**File:** `DSM_1.0_Methodology_Appendices.md` (Section C) **Purpose:** Implem...,0.2808,44,13,True,match,
DSM_3_Methodology_Implementation_Guide_v1.1.md,575,section,8,"**For complete troubleshooting guide, see:** `0_START_HERE_Complete_Guide.md`...",Troubleshooting,,0.0000,49,1,False,insufficient,
DSM_3_Methodology_Implementation_Guide_v1.1.md,636,section,6.4.5,"Cross-reference: Section 6.4.5 (Project Feedback Deliverables), DSM_0.2 Custom",Project Feedback Deliverables,"At project start, create two feedback files in `docs/feedback/`. These files ...",0.1864,41,29,True,match,
DSM_3_Methodology_Implementation_Guide_v1.1.md,697,section,6.4,| Inbox directory | `docs/inbox/` | For hub-to-spoke action items (see Sectio...,Checkpoint and Feedback Protocol,,0.0000,66,3,True,drift,
DSM_3_Methodology_Implementation_Guide_v1.1.md,699,section,6.5.2,Cross-reference: Gateway 1 criteria (DSM_1.0 Section 6.5.2) for validation.,Three Gateway Levels,**Hub Kickoff Gate (pre-Gateway 1):** If the project was initiated by DSM Cen...,0.2276,60,35,True,match,
DSM_3_Methodology_Implementation_Guide_v1.1.md,737,section,6.1.2,during that session (DSM_1.0 Section 6.1.2 template). This creates a version ...,Session Handoff Templates,**When to Create Handoff:**,0.3705,47,6,True,match,
DSM_3_Methodology_Implementation_Guide_v1.1.md,744,section,6.1.2,"Cross-reference: DSM_0.2 (Session-Start Version Check), DSM_1.0 Section 6.1.2",Session Handoff Templates,**When to Create Handoff:**,0.1356,47,6,True,match,
DSM_3_Methodology_Implementation_Guide_v1.1.md,818,section,6.4.3,3. Process each entry per Section 6.4.3 using the full context,Feedback Loop,This creates continuous methodology improvement through real-world validation.,0.0787,36,8,True,drift,
DSM_3_Methodology_Implementation_Guide_v1.1.md,834,section,6.4.3,2. Process each entry per Section 6.4.3,Feedback Loop,This creates continuous methodology improvement through real-world validation.,0.0000,25,8,True,drift,
DSM_3_Methodology_Implementation_Guide_v1.1.md,845,section,6.1,"Cross-reference: Section 6.1 (Spoke-to-Hub Feedback), Section 6.2 (Hub-to-Spoke",Session Management,,0.0000,50,2,False,insufficient,
DSM_3_Methodology_Implementation_Guide_v1.1.md,845,section,6.2,"Cross-reference: Section 6.1 (Spoke-to-Hub Feedback), Section 6.2 (Hub-to-Spoke",Quality Assurance,,0.0000,50,2,False,insufficient,
DSM_3_Methodology_Implementation_Guide_v1.1.md,958,appendix,E.11,- Updated file naming references to Appendix E.11,File Naming Standards,**Convention:** `sYY_dXX_PHASE_description.extension`,0.1306,34,5,True,match,
DSM_4.0_Software_Engineering_Adaptation_v1.0.md,453,section,1.3,"- Section 1.3: Core Philosophy (communication style, factual accuracy)",Project Management Guidelines (Planning Framework),"**File:** `DSM_2.0_ProjectManagement_Guidelines_v2_v1.1.md` (core, always use...",0.0299,46,15,True,drift,
DSM_4.0_Software_Engineering_Adaptation_v1.0.md,454,section,3,- Section 3: Communication & Working Style,Standards to Follow,**Documentation Style:**,0.1769,49,4,True,match,
DSM_4.0_Software_Engineering_Adaptation_v1.0.md,455,section,6,- Section 6: Tools & Best Practices (where applicable),Common Patterns,,0.0000,45,2,False,insufficient,
DSM_4.0_Software_Engineering_Adaptation_v1.0.md,456,appendix,A,- Appendix A: Environment Setup Details,Environment Setup Details,**File:** `DSM_1.0_Methodology_Appendices.md` (Section A) **Purpose:** Detail...,0.1990,49,12,True,match,
DSM_4.0_Software_Engineering_Adaptation_v1.0.md,457,appendix,E,"- Appendix E: Quick Reference (file naming, commands)",Quick Reference,**File:** `DSM_1.0_Methodology_Appendices.md` (Section E) **Purpose:** Checkl...,0.2654,48,11,True,match,
DSM_4.0_Software_Engineering_Adaptation_v1.0.md,460,section,2,- Section 2: Core Workflow (use adapted phases),Making Changes,**Fork and Clone:**,0.0000,42,4,True,drift,
DSM_4.0_Software_Engineering_Adaptation_v1.0.md,461,section,4.1,- Section 4.1: Decision Log (use architectural template),Decision Log Framework,,0.1781,42,3,True,match,
